song,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
Blurry,Puddle Of Mudd,66,0.431,0.938,3,-4.507,0,0.0542,0.00805,0,0.138,0.523,157.462,audio_features,6lSr3iZTC144PKhvbPFzMp,spotify:track:6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/tracks/6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/audio-analysis/6lSr3iZTC144PKhvbPFzMp,304000,4,
Blurry,Puddle Of Mudd,66,0.431,0.938,3,-4.507,0,0.0542,0.00805,0,0.138,0.523,157.462,audio_features,6lSr3iZTC144PKhvbPFzMp,spotify:track:6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/tracks/6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/audio-analysis/6lSr3iZTC144PKhvbPFzMp,304000,4,
Blurry,Puddle Of Mudd,66,0.431,0.938,3,-4.507,0,0.0542,0.00805,0,0.138,0.523,157.462,audio_features,6lSr3iZTC144PKhvbPFzMp,spotify:track:6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/tracks/6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/audio-analysis/6lSr3iZTC144PKhvbPFzMp,304000,4,
A Woman's Worth,Alicia Keys,54,0.652,0.41,4,-8.323,0,0.158,0.333,0,0.064,0.495,75.09,audio_features,1NRorokmYEtr1koWybvaE4,spotify:track:1NRorokmYEtr1koWybvaE4,https://api.spotify.com/v1/tracks/1NRorokmYEtr1koWybvaE4,https://api.spotify.com/v1/audio-analysis/1NRorokmYEtr1koWybvaE4,303333,4,
I'm Gonna Getcha Good,Shania Twain,62,0.723,0.789,1,-4.813,1,0.0302,0.0441,0,0.0612,0.946,124.013,audio_features,3wimPgsJv0hEgP5A3sQ7Ag,spotify:track:3wimPgsJv0hEgP5A3sQ7Ag,https://api.spotify.com/v1/tracks/3wimPgsJv0hEgP5A3sQ7Ag,https://api.spotify.com/v1/audio-analysis/3wimPgsJv0hEgP5A3sQ7Ag,269400,4,
No Such Thing,John Mayer,63,0.668,0.739,4,-4.919,1,0.0308,0.0383,0,0.13,0.571,131.918,audio_features,6Vecwo7AHst9V2CE3kmwr0,spotify:track:6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/tracks/6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/audio-analysis/6Vecwo7AHst9V2CE3kmwr0,231467,4,
No Such Thing,John Mayer,63,0.668,0.739,4,-4.919,1,0.0308,0.0383,0,0.13,0.571,131.918,audio_features,6Vecwo7AHst9V2CE3kmwr0,spotify:track:6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/tracks/6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/audio-analysis/6Vecwo7AHst9V2CE3kmwr0,231467,4,
Everyday,Bon Jovi,45,0.511,0.939,5,-4.162,1,0.079,0.00849,4.4e-06,0.0532,0.525,105.993,audio_features,0kM6mwCUDLAoVgAtyc8PVv,spotify:track:0kM6mwCUDLAoVgAtyc8PVv,https://api.spotify.com/v1/tracks/0kM6mwCUDLAoVgAtyc8PVv,https://api.spotify.com/v1/audio-analysis/0kM6mwCUDLAoVgAtyc8PVv,179920,4,
Everyday,Bon Jovi,45,0.511,0.939,5,-4.162,1,0.079,0.00849,4.4e-06,0.0532,0.525,105.993,audio_features,0kM6mwCUDLAoVgAtyc8PVv,spotify:track:0kM6mwCUDLAoVgAtyc8PVv,https://api.spotify.com/v1/tracks/0kM6mwCUDLAoVgAtyc8PVv,https://api.spotify.com/v1/audio-analysis/0kM6mwCUDLAoVgAtyc8PVv,179920,4,
Murder On The Dancefloor,Sophie Ellis-Bextor,52,0.73,0.849,1,-5.281,0,0.0299,0.00234,2.6e-05,0.312,0.887,117.31,audio_features,4tKGFmENO69tZR9ahgZu48,spotify:track:4tKGFmENO69tZR9ahgZu48,https://api.spotify.com/v1/tracks/4tKGFmENO69tZR9ahgZu48,https://api.spotify.com/v1/audio-analysis/4tKGFmENO69tZR9ahgZu48,230013,4,
All You Wanted,Michelle Branch,62,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,audio_features,0kr6d8wHDQPlzuET33NVn6,spotify:track:0kr6d8wHDQPlzuET33NVn6,https://api.spotify.com/v1/tracks/0kr6d8wHDQPlzuET33NVn6,https://api.spotify.com/v1/audio-analysis/0kr6d8wHDQPlzuET33NVn6,217680,4,
If Tomorrow Never Comes,Ronan Keating,48,0.555,0.496,10,-6.136,1,0.028,0.333,0,0.0956,0.27,79.01,audio_features,40dCbY0oJsG2ZdvaGVB34d,spotify:track:40dCbY0oJsG2ZdvaGVB34d,https://api.spotify.com/v1/tracks/40dCbY0oJsG2ZdvaGVB34d,https://api.spotify.com/v1/audio-analysis/40dCbY0oJsG2ZdvaGVB34d,214307,4,
Kiss Kiss,Holly Valance,57,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036,audio_features,5TWL2K9Q9QuUTW15I6ZLpP,spotify:track:5TWL2K9Q9QuUTW15I6ZLpP,https://api.spotify.com/v1/tracks/5TWL2K9Q9QuUTW15I6ZLpP,https://api.spotify.com/v1/audio-analysis/5TWL2K9Q9QuUTW15I6ZLpP,204400,4,
Kiss Kiss,Holly Valance,57,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036,audio_features,5TWL2K9Q9QuUTW15I6ZLpP,spotify:track:5TWL2K9Q9QuUTW15I6ZLpP,https://api.spotify.com/v1/tracks/5TWL2K9Q9QuUTW15I6ZLpP,https://api.spotify.com/v1/audio-analysis/5TWL2K9Q9QuUTW15I6ZLpP,204400,4,
HERO,Mr.Children,51,0.552,0.564,9,-7.658,1,0.0239,0.0931,0,0.135,0.66,80.895,audio_features,4ysowK7hJgI1QR4tP5AD4t,spotify:track:4ysowK7hJgI1QR4tP5AD4t,https://api.spotify.com/v1/tracks/4ysowK7hJgI1QR4tP5AD4t,https://api.spotify.com/v1/audio-analysis/4ysowK7hJgI1QR4tP5AD4t,341093,4,
HERO,Mr.Children,51,0.552,0.564,9,-7.658,1,0.0239,0.0931,0,0.135,0.66,80.895,audio_features,4ysowK7hJgI1QR4tP5AD4t,spotify:track:4ysowK7hJgI1QR4tP5AD4t,https://api.spotify.com/v1/tracks/4ysowK7hJgI1QR4tP5AD4t,https://api.spotify.com/v1/audio-analysis/4ysowK7hJgI1QR4tP5AD4t,341093,4,
HERO,Mr.Children,51,0.552,0.564,9,-7.658,1,0.0239,0.0931,0,0.135,0.66,80.895,audio_features,4ysowK7hJgI1QR4tP5AD4t,spotify:track:4ysowK7hJgI1QR4tP5AD4t,https://api.spotify.com/v1/tracks/4ysowK7hJgI1QR4tP5AD4t,https://api.spotify.com/v1/audio-analysis/4ysowK7hJgI1QR4tP5AD4t,341093,4,
Through The Rain,Mariah Carey,45,0.508,0.318,8,-9.911,1,0.0365,0.759,0,0.184,0.141,122.04,audio_features,0mvtBgpiAg6fPg7ec7lxE9,spotify:track:0mvtBgpiAg6fPg7ec7lxE9,https://api.spotify.com/v1/tracks/0mvtBgpiAg6fPg7ec7lxE9,https://api.spotify.com/v1/audio-analysis/0mvtBgpiAg6fPg7ec7lxE9,288640,4,
Gimme the Light,Sean Paul,61,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,audio_features,3SCVtAJq8li6HlKfM4M08u,spotify:track:3SCVtAJq8li6HlKfM4M08u,https://api.spotify.com/v1/tracks/3SCVtAJq8li6HlKfM4M08u,https://api.spotify.com/v1/audio-analysis/3SCVtAJq8li6HlKfM4M08u,228000,4,
In Your Eyes,Kylie Minogue,63,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,audio_features,1t5nwfsb90IliczIhOMnpJ,spotify:track:1t5nwfsb90IliczIhOMnpJ,https://api.spotify.com/v1/tracks/1t5nwfsb90IliczIhOMnpJ,https://api.spotify.com/v1/audio-analysis/1t5nwfsb90IliczIhOMnpJ,197827,4,
In Your Eyes,Kylie Minogue,63,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72e-05,0.0681,0.709,123.971,audio_features,1t5nwfsb90IliczIhOMnpJ,spotify:track:1t5nwfsb90IliczIhOMnpJ,https://api.spotify.com/v1/tracks/1t5nwfsb90IliczIhOMnpJ,https://api.spotify.com/v1/audio-analysis/1t5nwfsb90IliczIhOMnpJ,197827,4,
Family Affair,Mary J. Blige,77,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,
Family Affair,Mary J. Blige,77,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,
Days Go By,Dirty Vegas,50,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,audio_features,2RLpFEf6d0708O7Bqhjyxg,spotify:track:2RLpFEf6d0708O7Bqhjyxg,https://api.spotify.com/v1/tracks/2RLpFEf6d0708O7Bqhjyxg,https://api.spotify.com/v1/audio-analysis/2RLpFEf6d0708O7Bqhjyxg,432147,4,
Days Go By,Dirty Vegas,50,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,audio_features,2RLpFEf6d0708O7Bqhjyxg,spotify:track:2RLpFEf6d0708O7Bqhjyxg,https://api.spotify.com/v1/tracks/2RLpFEf6d0708O7Bqhjyxg,https://api.spotify.com/v1/audio-analysis/2RLpFEf6d0708O7Bqhjyxg,432147,4,
I'm Gonna Be Alright - Track Masters Remix,Jennifer Lopez,43,0.843,0.612,10,-4.71,0,0.157,0.0573,0.000305,0.154,0.791,93.975,audio_features,2UbFyKS0gTj9NcGLO4NpyZ,spotify:track:2UbFyKS0gTj9NcGLO4NpyZ,https://api.spotify.com/v1/tracks/2UbFyKS0gTj9NcGLO4NpyZ,https://api.spotify.com/v1/audio-analysis/2UbFyKS0gTj9NcGLO4NpyZ,200200,4,
Addictive,Truth Hurts & Rakim,62,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271,audio_features,36jSIOSE72neBbKntCthqw,spotify:track:36jSIOSE72neBbKntCthqw,https://api.spotify.com/v1/tracks/36jSIOSE72neBbKntCthqw,https://api.spotify.com/v1/audio-analysis/36jSIOSE72neBbKntCthqw,226440,4,
Star Guitar,The Chemical Brothers,52,0.492,0.956,5,-4.186,1,0.0472,0.00892,0.872,0.288,0.36,126.968,audio_features,19mC6xktT1JyyycK6cQaXA,spotify:track:19mC6xktT1JyyycK6cQaXA,https://api.spotify.com/v1/tracks/19mC6xktT1JyyycK6cQaXA,https://api.spotify.com/v1/audio-analysis/19mC6xktT1JyyycK6cQaXA,387173,4,
Can't Stop Loving You - 2016 Remaster,Phil Collins,62,0.604,0.778,0,-5.686,1,0.0259,0.00726,1.33e-05,0.114,0.419,100.155,audio_features,2W6PNGCN4PGwPMf1jYazL4,spotify:track:2W6PNGCN4PGwPMf1jYazL4,https://api.spotify.com/v1/tracks/2W6PNGCN4PGwPMf1jYazL4,https://api.spotify.com/v1/audio-analysis/2W6PNGCN4PGwPMf1jYazL4,256453,4,
Can't Stop Loving You - 2016 Remaster,Phil Collins,62,0.604,0.778,0,-5.686,1,0.0259,0.00726,1.33e-05,0.114,0.419,100.155,audio_features,2W6PNGCN4PGwPMf1jYazL4,spotify:track:2W6PNGCN4PGwPMf1jYazL4,https://api.spotify.com/v1/tracks/2W6PNGCN4PGwPMf1jYazL4,https://api.spotify.com/v1/audio-analysis/2W6PNGCN4PGwPMf1jYazL4,256453,4,
Overprotected - Radio Edit,Britney Spears,63,0.682,0.894,0,-1.73,0,0.0727,0.0381,0,0.416,0.845,95.992,audio_features,5p0KCAuu5nrHpTuAIhHdLw,spotify:track:5p0KCAuu5nrHpTuAIhHdLw,https://api.spotify.com/v1/tracks/5p0KCAuu5nrHpTuAIhHdLw,https://api.spotify.com/v1/audio-analysis/5p0KCAuu5nrHpTuAIhHdLw,198600,4,
The Zephyr Song,Red Hot Chili Peppers,71,0.725,0.803,2,-4.083,1,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,audio_features,1ndGB6rvxKYN9seCYO1dTF,spotify:track:1ndGB6rvxKYN9seCYO1dTF,https://api.spotify.com/v1/tracks/1ndGB6rvxKYN9seCYO1dTF,https://api.spotify.com/v1/audio-analysis/1ndGB6rvxKYN9seCYO1dTF,231933,4,
Tainted Love,Marilyn Manson,60,0.637,0.95,8,-4.4,1,0.109,0.00104,7.35e-06,0.288,0.511,142.018,audio_features,0cOyhnhy13lc5G5nr4EF0q,spotify:track:0cOyhnhy13lc5G5nr4EF0q,https://api.spotify.com/v1/tracks/0cOyhnhy13lc5G5nr4EF0q,https://api.spotify.com/v1/audio-analysis/0cOyhnhy13lc5G5nr4EF0q,200067,4,
Waitin' On A Sunny Day,Bruce Springsteen,61,0.584,0.82,0,-5.228,1,0.0271,0.0116,4.04e-05,0.0991,0.869,106.055,audio_features,7vIyudiO2Tr9hZ2yzfwQmx,spotify:track:7vIyudiO2Tr9hZ2yzfwQmx,https://api.spotify.com/v1/tracks/7vIyudiO2Tr9hZ2yzfwQmx,https://api.spotify.com/v1/audio-analysis/7vIyudiO2Tr9hZ2yzfwQmx,256133,4,
Waitin' On A Sunny Day,Bruce Springsteen,61,0.584,0.82,0,-5.228,1,0.0271,0.0116,4.04e-05,0.0991,0.869,106.055,audio_features,7vIyudiO2Tr9hZ2yzfwQmx,spotify:track:7vIyudiO2Tr9hZ2yzfwQmx,https://api.spotify.com/v1/tracks/7vIyudiO2Tr9hZ2yzfwQmx,https://api.spotify.com/v1/audio-analysis/7vIyudiO2Tr9hZ2yzfwQmx,256133,4,
Starry Eyed Surprise,Paul Oakenfold & Shifty Shellshock & Crazy Town,54,0.721,0.794,4,-6.134,1,0.132,0.0195,0.00013,0.283,0.562,103.211,audio_features,6A4Kuy7JL0Znab3Skgloiv,spotify:track:6A4Kuy7JL0Znab3Skgloiv,https://api.spotify.com/v1/tracks/6A4Kuy7JL0Znab3Skgloiv,https://api.spotify.com/v1/audio-analysis/6A4Kuy7JL0Znab3Skgloiv,228493,4,
Starry Eyed Surprise,Paul Oakenfold & Shifty Shellshock & Crazy Town,54,0.721,0.794,4,-6.134,1,0.132,0.0195,0.00013,0.283,0.562,103.211,audio_features,6A4Kuy7JL0Znab3Skgloiv,spotify:track:6A4Kuy7JL0Znab3Skgloiv,https://api.spotify.com/v1/tracks/6A4Kuy7JL0Znab3Skgloiv,https://api.spotify.com/v1/audio-analysis/6A4Kuy7JL0Znab3Skgloiv,228493,4,
Livin' It Up,Ja Rule & Case,66,0.874,0.768,6,-4.086,1,0.311,0.0554,0,0.041,0.636,106.095,audio_features,52gqeRlrBE7hqMlRxEsi6y,spotify:track:52gqeRlrBE7hqMlRxEsi6y,https://api.spotify.com/v1/tracks/52gqeRlrBE7hqMlRxEsi6y,https://api.spotify.com/v1/audio-analysis/52gqeRlrBE7hqMlRxEsi6y,257067,4,
She Hates Me,Puddle Of Mudd,73,0.58,0.748,4,-5.433,1,0.0323,0.00935,0,0.753,0.584,109.781,audio_features,16DhvbuyvJob4Q9GHNYu2n,spotify:track:16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/tracks/16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/audio-analysis/16DhvbuyvJob4Q9GHNYu2n,216760,4,
She Hates Me,Puddle Of Mudd,73,0.58,0.748,4,-5.433,1,0.0323,0.00935,0,0.753,0.584,109.781,audio_features,16DhvbuyvJob4Q9GHNYu2n,spotify:track:16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/tracks/16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/audio-analysis/16DhvbuyvJob4Q9GHNYu2n,216760,4,
She Hates Me,Puddle Of Mudd,73,0.58,0.748,4,-5.433,1,0.0323,0.00935,0,0.753,0.584,109.781,audio_features,16DhvbuyvJob4Q9GHNYu2n,spotify:track:16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/tracks/16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/audio-analysis/16DhvbuyvJob4Q9GHNYu2n,216760,4,
Round Round (As Made Famous By Sugababes),The Karaoke Crew,0,0.731,0.482,6,-12.165,0,0.043,0.0404,0.667,0.105,0.57,126.618,audio_features,63fHzr3KddbSerEieTdzCZ,spotify:track:63fHzr3KddbSerEieTdzCZ,https://api.spotify.com/v1/tracks/63fHzr3KddbSerEieTdzCZ,https://api.spotify.com/v1/audio-analysis/63fHzr3KddbSerEieTdzCZ,257013,4,
Perdono,"Tiziano Ferro, Base Karaoke + Choirs",0,0.768,0.294,11,-6.73,0,0.0726,0.022,0.0194,0.146,0.554,94.983,audio_features,6EuFqQHc5yGLznL8aA2ohu,spotify:track:6EuFqQHc5yGLznL8aA2ohu,https://api.spotify.com/v1/tracks/6EuFqQHc5yGLznL8aA2ohu,https://api.spotify.com/v1/audio-analysis/6EuFqQHc5yGLznL8aA2ohu,241093,4,
Two Wrongs (feat. Claudette Ortiz),Wyclef Jean & Claudette Ortiz,47,0.662,0.613,9,-7.553,1,0.189,0.0899,0,0.0831,0.401,83.015,audio_features,632GESqggMN84rS3sRXy0K,spotify:track:632GESqggMN84rS3sRXy0K,https://api.spotify.com/v1/tracks/632GESqggMN84rS3sRXy0K,https://api.spotify.com/v1/audio-analysis/632GESqggMN84rS3sRXy0K,231133,4,
Here Is Gone,The Goo Goo Dolls,58,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192,audio_features,4KqTGPPmXowMPEoShSVOta,spotify:track:4KqTGPPmXowMPEoShSVOta,https://api.spotify.com/v1/tracks/4KqTGPPmXowMPEoShSVOta,https://api.spotify.com/v1/audio-analysis/4KqTGPPmXowMPEoShSVOta,238173,4,
Here Is Gone,The Goo Goo Dolls,58,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192,audio_features,4KqTGPPmXowMPEoShSVOta,spotify:track:4KqTGPPmXowMPEoShSVOta,https://api.spotify.com/v1/tracks/4KqTGPPmXowMPEoShSVOta,https://api.spotify.com/v1/audio-analysis/4KqTGPPmXowMPEoShSVOta,238173,4,
Hella Good,No Doubt,63,0.772,0.665,8,-3.947,1,0.0349,0.0136,0.012,0.0905,0.838,115.138,audio_features,6AfLmKXzhEZjwiVPs5jhdV,spotify:track:6AfLmKXzhEZjwiVPs5jhdV,https://api.spotify.com/v1/tracks/6AfLmKXzhEZjwiVPs5jhdV,https://api.spotify.com/v1/audio-analysis/6AfLmKXzhEZjwiVPs5jhdV,242587,4,
Fell In Love With a Girl,The White Stripes,72,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,audio_features,21Qsj3cMVCx2xF2EVVNbEu,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/tracks/21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/audio-analysis/21Qsj3cMVCx2xF2EVVNbEu,110093,4,
Can't Get You out of My Head,Kylie Minogue,75,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,audio_features,3E7ZwUMJFqpsDOJzEkBrQ7,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7,230640,4,
Can't Get You out of My Head,Kylie Minogue,75,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,audio_features,3E7ZwUMJFqpsDOJzEkBrQ7,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7,230640,4,
Fallin',Alicia Keys,69,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,audio_features,0KQx6HOpJueiSkztcS0r7D,spotify:track:0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/tracks/0KQx6HOpJueiSkztcS0r7D,https://api.spotify.com/v1/audio-analysis/0KQx6HOpJueiSkztcS0r7D,210200,3,
Can't Fight The Moonlight,LeAnn Rimes,69,0.628,0.834,6,-6.341,0,0.0497,0.403,0,0.051,0.626,97.865,audio_features,2AogRMqARWyUP7VQ3gmSoY,spotify:track:2AogRMqARWyUP7VQ3gmSoY,https://api.spotify.com/v1/tracks/2AogRMqARWyUP7VQ3gmSoY,https://api.spotify.com/v1/audio-analysis/2AogRMqARWyUP7VQ3gmSoY,215507,4,
It Wasn't Me - Slowed + Reverb,Shaggy & uChill & Rik Rok,34,0.747,0.601,9,-7.545,1,0.0776,0.0353,3.74e-06,0.309,0.606,80.567,audio_features,5lBtXvVEYuA9rVvDBElbm0,spotify:track:5lBtXvVEYuA9rVvDBElbm0,https://api.spotify.com/v1/tracks/5lBtXvVEYuA9rVvDBElbm0,https://api.spotify.com/v1/audio-analysis/5lBtXvVEYuA9rVvDBElbm0,267765,4,
It Wasn't Me - Slowed + Reverb,Shaggy & uChill & Rik Rok,34,0.747,0.601,9,-7.545,1,0.0776,0.0353,3.74e-06,0.309,0.606,80.567,audio_features,5lBtXvVEYuA9rVvDBElbm0,spotify:track:5lBtXvVEYuA9rVvDBElbm0,https://api.spotify.com/v1/tracks/5lBtXvVEYuA9rVvDBElbm0,https://api.spotify.com/v1/audio-analysis/5lBtXvVEYuA9rVvDBElbm0,267765,4,
It Wasn't Me - Slowed + Reverb,Shaggy & uChill & Rik Rok,34,0.747,0.601,9,-7.545,1,0.0776,0.0353,3.74e-06,0.309,0.606,80.567,audio_features,5lBtXvVEYuA9rVvDBElbm0,spotify:track:5lBtXvVEYuA9rVvDBElbm0,https://api.spotify.com/v1/tracks/5lBtXvVEYuA9rVvDBElbm0,https://api.spotify.com/v1/audio-analysis/5lBtXvVEYuA9rVvDBElbm0,267765,4,
Hero,Enrique Iglesias,63,0.581,0.651,7,-5.617,1,0.0392,0.143,1.05e-05,0.107,0.146,151.959,audio_features,24Gxm7Eh7tO83E26LG0CsY,spotify:track:24Gxm7Eh7tO83E26LG0CsY,https://api.spotify.com/v1/tracks/24Gxm7Eh7tO83E26LG0CsY,https://api.spotify.com/v1/audio-analysis/24Gxm7Eh7tO83E26LG0CsY,264600,4,
Love Don't Cost a Thing,Jennifer Lopez,68,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,audio_features,1fgvJXlcZ7uIddMpqsqw0L,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/tracks/1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/audio-analysis/1fgvJXlcZ7uIddMpqsqw0L,221227,4,
Love Don't Cost a Thing,Jennifer Lopez,68,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54e-06,0.473,0.685,97.577,audio_features,1fgvJXlcZ7uIddMpqsqw0L,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/tracks/1fgvJXlcZ7uIddMpqsqw0L,https://api.spotify.com/v1/audio-analysis/1fgvJXlcZ7uIddMpqsqw0L,221227,4,
All For You,Janet Jackson,65,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,audio_features,5X8kkUaUlAyAUr9TYqDFTH,spotify:track:5X8kkUaUlAyAUr9TYqDFTH,https://api.spotify.com/v1/tracks/5X8kkUaUlAyAUr9TYqDFTH,https://api.spotify.com/v1/audio-analysis/5X8kkUaUlAyAUr9TYqDFTH,329933,3,
Survivor,Destiny's Child,71,0.514,0.911,1,-2.027,0,0.41,0.0559,0,0.775,0.619,161.109,audio_features,2Mpj1Ul5OFPyyP4wB62Rvi,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027,4,
Follow Me,Uncle Kracker,72,0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.916,105.014,audio_features,4KoecuyOpZaNFZ0UqVsllc,spotify:track:4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc,218440,4,
Follow Me,Uncle Kracker,72,0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.916,105.014,audio_features,4KoecuyOpZaNFZ0UqVsllc,spotify:track:4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc,218440,4,
In the End,Linkin Park,86,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4,
In the End,Linkin Park,86,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4,
Family Affair,Mary J. Blige,77,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,
Family Affair,Mary J. Blige,77,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,
Family Affair,Mary J. Blige,77,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,audio_features,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/tracks/3aw9iWUQ3VrPQltgwvN9Xu,https://api.spotify.com/v1/audio-analysis/3aw9iWUQ3VrPQltgwvN9Xu,265867,4,
